,0,1,2,3
0,0.0009999999999994458,0.0010000000000012221,0.0009999999999998899,-4580941.044747267
1,0.0009999999999994458,0.0010000000000012221,1.3336666666666666,-4580199.117592496
2,0.0009999999999994458,0.0010000000000012221,2.666333333333333,-4583058.0944826845
3,0.0009999999999994458,0.0010000000000012221,3.999,180830431.2889028
4,0.0009999999999994458,11.195093000000002,0.0009999999999998899,-3828.847671634055
5,0.0009999999999994458,11.195093000000002,1.3336666666666666,-3773.4281997701187
6,0.0009999999999994458,11.195093000000002,2.666333333333333,-3576.119482070001
7,0.0009999999999994458,11.195093000000002,3.999,1247904.3981569605
8,0.0009999999999994458,22.389186000000002,0.0009999999999998899,-3730.523713538638
9,0.0009999999999994458,22.389186000000002,1.3336666666666666,-3745.430714943449
10,0.0009999999999994458,22.389186000000002,2.666333333333333,-3601.6862882675746
11,0.0009999999999994458,22.389186000000002,3.999,63632.34012509676
12,0.0009999999999994458,33.583279000000005,0.0009999999999998899,-3741.487079881358
13,0.0009999999999994458,33.583279000000005,1.3336666666666666,-3787.77241424008
14,0.0009999999999994458,33.583279000000005,2.666333333333333,-3670.8342806832943
15,0.0009999999999994458,33.583279000000005,3.999,-10981.558671130286
16,5.682120826666668,0.0010000000000012221,0.0009999999999998899,-4578273.897731431
17,5.682120826666668,0.0010000000000012221,1.3336666666666666,-4580282.65134784
18,5.682120826666668,0.0010000000000012221,2.666333333333333,-4583838.76630011
19,5.682120826666668,0.0010000000000012221,3.999,309298823.3275446
20,5.682120826666668,11.195093000000002,0.0009999999999998899,-2738.2751945207365
21,5.682120826666668,11.195093000000002,1.3336666666666666,-2820.2072311642514
22,5.682120826666668,11.195093000000002,2.666333333333333,-2853.5350825137157
23,5.682120826666668,11.195093000000002,3.999,45942.22004436744
24,5.682120826666668,22.389186000000002,0.0009999999999998899,-2833.3502328147924
25,5.682120826666668,22.389186000000002,1.3336666666666666,-2903.722086341458
26,5.682120826666668,22.389186000000002,2.666333333333333,-2926.7251720820095
27,5.682120826666668,22.389186000000002,3.999,283332.20717706386
28,5.682120826666668,33.583279000000005,0.0009999999999998899,-2945.034454616367
29,5.682120826666668,33.583279000000005,1.3336666666666666,-3008.6819093466565
30,5.682120826666668,33.583279000000005,2.666333333333333,-3039.789628454819
31,5.682120826666668,33.583279000000005,3.999,231771.81949120897
32,11.363241653333336,0.0010000000000012221,0.0009999999999998899,-4586791.327547376
33,11.363241653333336,0.0010000000000012221,1.3336666666666666,-4585989.7784193605
34,11.363241653333336,0.0010000000000012221,2.666333333333333,-4587939.319778274
35,11.363241653333336,0.0010000000000012221,3.999,-4775397.346917432
36,11.363241653333336,11.195093000000002,0.0009999999999998899,-2864.499319844061
37,11.363241653333336,11.195093000000002,1.3336666666666666,-2683.9609678638762
38,11.363241653333336,11.195093000000002,2.666333333333333,-2666.521634908829
39,11.363241653333336,11.195093000000002,3.999,-2317.6245736727683
40,11.363241653333336,22.389186000000002,0.0009999999999998899,-2965.307019892153
41,11.363241653333336,22.389186000000002,1.3336666666666666,-2801.9573122017296
42,11.363241653333336,22.389186000000002,2.666333333333333,-2771.997905386663
43,11.363241653333336,22.389186000000002,3.999,-2155.869137967636
44,11.363241653333336,33.583279000000005,0.0009999999999998899,-3077.1335139131534
45,11.363241653333336,33.583279000000005,1.3336666666666666,-2925.3805468083006
46,11.363241653333336,33.583279000000005,2.666333333333333,-2892.6581856495663
47,11.363241653333336,33.583279000000005,3.999,-2819.020950763395
48,17.044362480000004,0.0010000000000012221,0.0009999999999998899,-4802723.19770221
